description,Accountant,Advocate,Agricultural,Apparel,Architects,Arts,Automobile,Aviation,BPO,Banking,Building & Construction,Business Development,Consultant,Designing,Digital Media,Education,Engineering,Finance,Food & Beverages,HR,Health & Fitness,Information Technology,Managment,Public Relations,Sales
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"With a demonstrated history of working in the financial services industry. Skilled in Entrepreneurship, Strategic Planning,Financial Inclusion, Strategy, and Financial Services. Strong business development professional.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Experienced Assistant Manager with a demonstrated history of working in the financial services industry. Skilled in RiskManagement, Banking, Auditing, Strategic Planning, and Business Development. Strong professional with a Master ofBusiness Administration (MBA) focused in MARKETING from HNBGU Srinagar.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"expierance micro finance ,two wheeler and four wheeler sales and finance , BUISSNESS LOAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Multiple decades of experience spread across Business management, Sales & Distribution, Operations, and BusinessStrategy and Execution.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ToHR Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Village Lakhimpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
We are leader in our category for Sale & purchase of New and Used Cars and also for providing loans for automobile.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Please share CVS at saylee@theedgeinasia.comSince 2010 I am in recruitment, performance management and key account development with proven expertise in lateral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Experienced CSR with 4.5 years of experience with a demonstrated history of working in the banking industry. Skilled inBanking & financial services, Bancassurance, Mutual Funds, and Teamwork. Strong support professional with a Diploma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
We are Bangalore based Start-Up Enterprise focusing on Business Education & Skill Development.Our Vision:,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Over 12 years of extensive experience in the fields of Sales & Marketing, Revenue Generation and Channel ManagementConducted statistical analysis to determine potential growth; designed sales performance goals and monitored",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A professional with an experience of 4 Years as a Management Trainee and Accounts and Finance Manager in the field ofManufacturing and Business Strategy Planning and Development in a Manufacturing Firm. Working in this firm has given,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cross functional exposure in Marketing Finance, Sales, Auto Finance, Tractor & Farm Equipment Finance, Credit, andRecovery.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Experienced Sales officer & Field Investigator with a demonstrated history of working in the higher education industry.Skilled in Analytical Skills, Strategic Planning, Public Speaking, Training, and Management. Strong administrative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
•	Offering over 6 years of experience in Accounts & Finance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I have already working in vehicle finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Entrepreneurial. Career Advisor in Banking and Finance, Creative. Resourceful. Driven. Self-motivated. Outgoing.Committed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LMV Car Finance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"A competent professional with over 16 years of experience in Risk Management, Call Centre Management, DebtRecovery,Legal, Settlement, Client Servicing and Operations. Currently working as  ZLM _AVP  - Legal & Recoveries at",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SR. OPREATIONS EXECUTIVE , SOFTWARE AUDIT WORK, SUCH AS COUSTMER RECORD CHECK , ANALYISDISBURSEMRNT APPROVE , PREVIOUS DUE AMOUNT CHECK .MS EXCEL MS WORD (WORK LIKE SUFFICIANT) TALLYERP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I am Krishnat Marale.I am a native of District Sangli, known as the Turmeric City of Maharashtra.I have completed my graduation in BA from Yashawant Rao Chavan Art and Commerce Collage in Islampur City-District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAI I am Veeresh From Tirupur(DOLLAR CITY) we have Manufacturing all type of garments.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experienced Merchandiser and Designer now own my online store of clothing in women's wear.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dresses made ethically in northeast India,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"we are into customization of t-shirts,bags,caps and  printing material",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offering one stop solutions to apparel brands and retailers. Applying Arvind's expertise across the textile and apparelvalue chain to provide tailor-made sourcing strategies to customers. Devicing manufacturing strategies with,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We are Manufacturer and Exporters of Knitted and Woven Garments like T Shirts, Polo T shirts, Hoodies, Sweat Shirts,Promotional T Shirts, Caps, Baby Bodysuits, Sleep suits etc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Category Head with a demonstrated history of working in the internet industry. Skilled in Retail,Management, Fashion, Apparel, and Team Management. Strong marketing professional with a PGD in Apparel marketingand merchandising management focused in Retail and fashion brand management . from NIFT , Hyderabad..",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Offering one stop solutions to apparel brands and retailers. Applying Arvind's expertise across the textile and apparelvalue chain to provide tailor-made sourcing strategies to customers. Devicing manufacturing strategies with,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nairobi Garment Factory, Apparel Branding Design & Garment Manufacturer, Sports Apparel Manufacturer, ScreenPrinting, Embroidery Services, T Shirt Printing, Direct - to - Garment,  Polo Shirt Branding, Uniforms, School Uniforms,",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aspiring senior management position in HR with 20+ years of continued professional experience.To attain a prominent position through continuous learning, gaining knowledge and experience.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being a street bike and cruiser rider one notices many shortcomings in motorcycle apparel and learns to augment gearwith specific pieces of of it to bridge the gap left by a manufacturer. Rybak Riding Gear & Apparel is designed to bridgethat gap. Adding key features and tweaks derived from many years of street riding experience.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freelance footwear and apparel designer.Get in touch for more info.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our main objective  to be in Fashion industry having a innovative missionIs to create a different  Road Between national and international essence of style,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immense knowledge in the field of Handloom fabrics and dress material.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Help make the world betterSpecialties: supply chain managment, innovation, sustainability",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textile dev and cotton cloth  Readymade cloth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see for woman`s wear please visit us on our web www.textilebaba.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SB ASSOCIATES,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The bilingual Isabel, who is fluent in Spanish, comes to the RAA team with years of customer service experience underher belt and a love for Fun Runs and cause-related walking events. One of those causes near and dear to her heart is the",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Consultant with a demonstrated history of working in the accounting industry. Skilled in Negotiation,Microsoft Word, Accounting, Team Building, and Financial Accounting. Strong consulting professional graduated fromThe Institute of Chartered Accountants of India.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Highly motivated individual and a fast learner with ability to understand and grasp concepts with ease. Possess a widerange of skills including leadership and a problem-solving mentality. Good at communication with an amiablepersonality.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I have worked in senior positions for major accountancy practices before making the decision to start my own businessin 1998. I have extensive and varied experience acting for businesses in manufacturing, design and construction sectors.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An enthusiastic Semi qualified accountant (CA – Inter) with an outgoing personality. Encountered challengingopportunities in the HR, management and operations. Have penchant for working in a people oriented industry and an",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"For nearly 20 years, I have been looking after the accounts and tax affairs of individuals and owner-managed businessesin the creative and entertainment sectors.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard working  aiming to retire wealthy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Offering a 8+ years career as an Tax Accountant with CPA qualification, currently studying towards to CTA with The TaxInstitute, I possess the skills necessary to surpass expectations and a deep knowledge of my field that can only be",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"An enthusiastic Semi qualified accountant (CA – Inter) with an outgoing personality. Encountered challengingopportunities in the HR, management and operations. Have penchant for working in a people oriented industry and an",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hard working  aiming to retire wealthy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Described by my clients as highly ethical and strategic, endlessly patient and great at explaining tax matters in layman'sterms, I enjoy helping people grow their creative practices through developing a clear grasp of their financial affairs.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•	A qualified accounting professional and tax consultant with more than 11 years accounting and audit experienceworking as Manager Accounts and Audit with Charted Accountant firms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
•	A qualified accounting professional and tax consultant with more than 11 years accounting and audit experienceworking as Manager Accounts and Audit with Charted Accountant firms,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irish Tax Law advisor providing independent objective adviceInternational Tax - cross border trade,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business TaxesPersonal Taxes,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
***As Featured in CPA Canada Magazine*** http://bit.ly/2etkVJt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I take pride in taking an active interest in working with individuals to achieve their business and personal goals.  I haveexperience in a wide range of industries providing service in the areas of audit, tax, and advisory. My background",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Tax Specialist with a demonstrated history of working in the accounting industry. Skilled in Tax, AccountsPayable, Account Reconciliation, Auditing, and Accounting. Strong healthcare services professional graduated from govt.college Jalore.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MBA Accountant with extensive corporate and shared services center accounting experience and PC skills in a networkenvironment.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Proprietor with a demonstrated history of working in the accounting industry. Skilled in Cash Flow,Budgeting, Year End Accounts, Sage Products, and Tax Preparation. Strong accounting professional with a AAT & CIMAfocused in Management Accountancy from DeMontfort University.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sales tax, Income taxService tax, PF, ESI, EXIM } Regn. & E-filing",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22 Years of accounting experience and 12 years of tax experience.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I am often the first person people meet at Saige when they are looking towards changes in the financial management oftheir business.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sincere and Hard worker.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indira has extensive accounting and financial experiences that were developed from a career that has spanned over awide range of industries. Namely, Not for Profit, Accountant firms, School Board, Financial and Retail. Her analytical and",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am a goal oriented person,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am an MBA holder in Business Administration/Management and I have skills in accounting, financial management andauditing. I have ten years of experience working with NGOs. I worked with The Access Project Rwanda for eight as a",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am currently a student at MacEwan University, in pursuit of a major in Accounting and minor in Finance. After my firstexperience of volunteering at a tax clinic, I knew that that's what I wanted to do. Through this experience, I was able to",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Owner with a demonstrated history of working in the architecture & planning industry. Skilled in AutoCAD,Mixed-use, Submittals, Space Planning, and Construction Management. Strong business development professional witha B.Arch focused in GOLD MEDALIST FINAL YEAR from K.R.V.I.A.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We are pleased to introduce our company “ Unique Designers “ to you, as a professionally managed company operatingin the fields of Interior Designing,  land scaping & vastu since last 1& half years.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With more than 6 years of experience, SK Interiors & Architects is one of the leading companies of India deals ininteriors and exteriors. We are one stop solution for all kinds of interior and exterior needs as per your requirements.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWAN Design and ARCHITECTSFrom its inception in 2014, SWAN Design and ARCHITECTS . has built a reputation for innovative design and exceptional",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"As an Architect, I believe that design can make a difference and creative solutions can be achieved for which I aspire tobe a part that change. We may not be able to change the world with Architecture, but we cannot change the world",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWAN Design and ARCHITECTSFrom its inception in 2014, SWAN Design and ARCHITECTS . has built a reputation for innovative design and exceptional",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArchitectTransportation Centres and,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fijos Engineers and Architects is a professional consulting and contracting organization based on thrissur, kerala. FijosEngineers & Architect is one of the reputed construction company . We have an excellent team of Architects, Civil",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Architect with a demonstrated history of working in the architecture & planning industry. Skilled in HealthFacility Planning, Architecture Design, Urban Planning, Feasibility Studies, and Mixed-use. Strong professional outlookwith a Bachelor of Architecture focused in Architecture from School of Planning and Architecture.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms. Priyanka Chopra is a post graduate planner with architecture background. She has 3.5 years of experience including1.5 years of experience in field of Architecture focusing designing and supervision of Multi-Storey Buildings. She has,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Architect with a demonstrated history of working in the architecture & planning industry. Skilled in LandDevelopment, Home Builders, Interior Architecture, Construction Supervision, and AutoCAD Architecture. Strong arts",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manuel is currently involved in the relocation of Luton Town F.C. And  involved in the RIo 2016 nomadic temporaryHandball Arena with local Partner and lead architects Lopes Santos & Ferreira Gomes and Oficina AO /SC,  and Paulo",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am currently working with Bechtel India Pvt Ltd Gurugram sinceJanuary 2017. Before joining Bechtel, I worked as a trainee architect",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"We have multiple opportunities across Industry verticals ranging from Mid to Senior/ Global  leadership positions inDevops/ e-Commerce/ Software/ IT/ITES/ KPO/ Semiconductor/ Embedded, Engineering, Automobile, Medical Devices,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
